probe	SYMBOL	ENTREZID	Length
ENSG00000178458.5	NA	NA	411
ENSG00000197822.10	OCLN	100506658	6761
ENSG00000137449.15	CPEB2	132864	7177
ENSG00000130940.14	CASZ1	54897	11336
ENSG00000197261.11	C6orf141	135398	2940
ENSG00000092203.13	TOX4	9878	7091
ENSG00000105583.9	WDR83OS	51398	2656
ENSG00000171451.13	DSEL	92126	9531
ENSG00000178988.10	MRFAP1L1	114932	2180
ENSG00000185722.16	ANKFY1	51479	14120
ENSG00000196683.10	TOMM7	54543	1751
ENSG00000142186.16	SCYL1	57410	4282
ENSG00000112893.9	MAN2A1	4124	11815
ENSG00000169967.16	MAP3K2	10746	11508
ENSG00000169925.16	BRD3	8019	6876
ENSG00000038219.12	BOD1L1	259282	15860
ENSG00000112701.17	SENP6	26054	11414
ENSG00000167107.12	ACSF2	80221	5797
ENSG00000154639.18	CXADR	1525	6682
ENSG00000198833.6	UBE2J1	51465	4290
ENSG00000163141.18	BNIPL	149428	2892
ENSG00000030066.13	NUP160	23279	8576
ENSG00000254122.2	PCDHGB7	56099	4966
ENSG00000177576.11	C18orf32	497661	5740
ENSG00000100815.12	TRIP11	9321	10372
ENSG00000081853.14	PCDHGA2	56113	6724
ENSG00000186184.16	POLR1D	51082	11210
ENSG00000198162.12	MAN1A2	10905	9667
ENSG00000086065.13	CHMP5	51510	2390
ENSG00000258818.3	RNASE4	6038	2613
ENSG00000198722.14	UNC13B	10497	17916
ENSG00000172803.17	SNX32	254122	3966
ENSG00000151789.10	ZNF385D	79750	13621
ENSG00000158290.16	CUL4B	8450	7031
ENSG00000074219.13	TEAD2	8463	2980
ENSG00000005844.17	ITGAL	3683	6472
ENSG00000198420.9	TCAF1	9747	6310
ENSG00000253537.2	PCDHGA7	56108	5443
ENSG00000134955.11	SLC37A2	219855	6371
ENSG00000011454.16	RABGAP1	23637	9162
ENSG00000167880.7	EVPL	2125	7510
ENSG00000253910.2	PCDHGB2	56103	4769
ENSG00000115875.18	SRSF7	6432	4045
ENSG00000136861.17	CDK5RAP2	55755	10080
ENSG00000066654.13	THUMPD1	55623	6501
ENSG00000205352.10	PRR13	54458	2897
ENSG00000178764.7	ZHX2	22882	4716
ENSG00000165406.15	MARCHF8	220972	7539
ENSG00000183048.11	SLC25A10	1468	2621
ENSG00000087077.13	TRIP6	7205	2802
ENSG00000253767.2	PCDHGA8	9708	8661
ENSG00000220842.6	RPL21P16	729402	483
ENSG00000152284.4	TCF7L1	83439	4414
ENSG00000133789.14	SWAP70	23075	7190
ENSG00000105576.15	TNPO2	30000	7029
ENSG00000163362.10	INAVA	55765	5413
ENSG00000010327.10	STAB1	23166	10588
ENSG00000253485.2	PCDHGA5	56110	5733
ENSG00000107551.20	RASSF4	83937	9481
ENSG00000010322.15	NISCH	11188	9161
ENSG00000165646.11	SLC18A2	6571	4125
ENSG00000087301.8	TXNDC16	57544	4739
ENSG00000251141.5	MRPS30-DT	100506674	2211
ENSG00000134057.14	CCNB1	891	2558
ENSG00000196313.11	POM121	9883	9822
ENSG00000141552.17	ANAPC11	51529	4027
ENSG00000198805.11	PNP	4860	4139
ENSG00000160293.16	VAV2	7410	5682
ENSG00000284431.1	NA	NA	4563
ENSG00000184014.7	DENND5A	23258	8648
ENSG00000163291.14	PAQR3	152559	12403
ENSG00000130592.15	LSP1	4046	5399
ENSG00000134851.12	TMEM165	55858	7045
ENSG00000111339.10	ART4	420	5214
ENSG00000253305.2	PCDHGB6	56100	6782
ENSG00000179163.11	FUCA1	2517	2047
ENSG00000130827.6	PLXNA3	55558	11710
ENSG00000105254.11	TBCB	1155	3326
ENSG00000100028.11	SNRPD3	6634	2544
ENSG00000136518.16	ACTL6A	86	3675
ENSG00000143842.14	SOX13	9580	7420
ENSG00000130164.13	LDLR	3949	7718
ENSG00000164199.16	ADGRV1	84059	33822
ENSG00000204956.5	PCDHGA1	56114	6252
ENSG00000132388.12	UBE2G1	7326	4539
ENSG00000168702.17	LRP1B	53353	17040
ENSG00000132819.16	RBM38	55544	2686
ENSG00000120451.10	SNX19	399979	8152
ENSG00000168918.13	INPP5D	3635	8681
ENSG00000249915.7	PDCD6	10016	9493
ENSG00000198258.10	UBL5	59286	1931
ENSG00000068650.18	ATP11A	23250	13733
ENSG00000133703.11	KRAS	3845	7302
ENSG00000061938.16	TNK2	10188	11297
ENSG00000048392.11	RRM2B	50484	5548
ENSG00000082805.19	ERC1	23085	13484
ENSG00000104343.19	UBE2W	55284	9090
ENSG00000172236.16	TPSAB1	7177	1512
ENSG00000090520.11	DNAJB11	51726	5731
ENSG00000081803.15	CADPS2	93664	6351
ENSG00000053254.15	FOXN3	1112	11033
ENSG00000082458.11	DLG3	1741	7844
ENSG00000198721.12	ECI2	10455	4579
ENSG00000143374.16	TARS2	80222	4077
ENSG00000175550.7	DRAP1	10589	1737
ENSG00000087303.17	NID2	22795	6392
ENSG00000253731.2	PCDHGA6	56109	7910
ENSG00000177425.10	PAWR	5074	11668
ENSG00000178927.17	CYBC1	79415	7234
ENSG00000148110.15	MFSD14B	84641	3428
ENSG00000188938.15	FAM120AOS	158293	3717
ENSG00000119669.4	IRF2BPL	64207	4157
ENSG00000138385.15	SSB	6741	5113
ENSG00000140983.13	RHOT2	89941	5174
ENSG00000188529.14	SRSF10	10772	10277
ENSG00000168040.4	FADD	8772	1841
ENSG00000112739.16	PRP4K	8899	7859
ENSG00000253159.2	PCDHGA12	26025	4815
ENSG00000169692.12	AGPAT2	10555	1798
ENSG00000108309.13	RUNDC3A	10900	4905
ENSG00000117122.13	MFAP2	4237	2915
ENSG00000267135.2	NA	NA	287
ENSG00000160796.16	NBEAL2	23218	9819
ENSG00000102858.12	MGRN1	23295	10219
ENSG00000145916.18	RMND5B	64777	7701
ENSG00000196182.10	STK40	83931	5590
ENSG00000007402.11	CACNA2D2	9254	6322
ENSG00000130338.12	TULP4	56995	12285
ENSG00000240065.7	PSMB9	5698	3072
ENSG00000167747.13	NA	NA	3256
ENSG00000154845.15	PPP4R1	9989	8131
ENSG00000189266.11	PNRC2	55629	2564
ENSG00000185236.11	RAB11B	9230	2470
ENSG00000076382.16	SPAG5	10615	5472
ENSG00000074211.13	PPP2R2C	5522	9198
ENSG00000177889.9	UBE2N	7334	6269
ENSG00000261385.1	NA	NA	357
ENSG00000155254.12	MARVELD1	83742	3379
ENSG00000169871.12	TRIM56	81844	11173
ENSG00000146463.11	ZMYM4	9202	7647
ENSG00000079462.7	PAFAH1B3	5050	1419
ENSG00000213462.4	ERV3-1	2086	4574
ENSG00000188706.12	ZDHHC9	51114	5243
ENSG00000135069.13	PSAT1	29968	2188
ENSG00000161955.16	TNFSF13	8741	2276
ENSG00000150625.16	GPM6A	2823	7040
ENSG00000121060.16	TRIM25	7706	6666
ENSG00000254245.2	PCDHGA3	56112	4876
ENSG00000204344.14	WHR1	8859	3954
ENSG00000262209.2	PCDHGB3	56102	4757
ENSG00000261934.2	PCDHGA9	56107	4749
ENSG00000144136.10	SLC20A1	6574	5577
ENSG00000095319.14	NUP188	23511	8041
ENSG00000145681.10	HAPLN1	1404	6956
ENSG00000001036.13	FUCA2	2519	2793
ENSG00000110330.8	BIRC2	329	4532
ENSG00000248779.1	NA	NA	591
ENSG00000172889.15	EGFL7	51162	2553
ENSG00000175756.13	AURKAIP1	54998	1669
ENSG00000253873.5	PCDHGA11	56105	5814
ENSG00000106244.12	PDAP1	11333	2854
ENSG00000161798.6	AQP5	362	1885
ENSG00000235531.9	MSC-AS1	100132891	6284
ENSG00000158711.13	ELK4	2005	12142
ENSG00000240764.3	PCDHGC5	56097	4990
ENSG00000113916.17	BCL6	604	5938
ENSG00000165092.12	ALDH1A1	216	2849
ENSG00000143811.18	PYCR2	29920	3602
ENSG00000151327.12	FAM177A1	283635	8385
ENSG00000157827.19	FMNL2	114793	6519
ENSG00000170385.9	SLC30A1	7779	5474
ENSG00000173889.15	PHC3	80012	16919
ENSG00000144867.11	SRPRB	58477	4180
ENSG00000174695.9	TMEM167A	153339	4908
ENSG00000162702.7	ZNF281	23528	4895
ENSG00000279483.2	NA	NA	75
ENSG00000143319.16	ISG20L2	81875	5262
ENSG00000242419.5	PCDHGC4	56098	4974
ENSG00000257576.1	NA	NA	1702
ENSG00000132305.20	IMMT	10989	3986
ENSG00000142453.11	CARM1	10498	4455
ENSG00000167601.11	AXL	558	5154
ENSG00000121716.20	PILRB	29990	5764
ENSG00000244405.7	ETV5	2119	5802
ENSG00000074201.8	CLNS1A	1207	4592
ENSG00000131242.17	RAB11FIP4	84440	15383
ENSG00000108840.15	HDAC5	10014	7618
ENSG00000153130.17	SCOC	60592	6294
ENSG00000127922.9	SEM1	7979	11490
ENSG00000087095.12	NLK	51701	5290
ENSG00000110002.15	VWA5A	4013	6403
ENSG00000259399.1	TGIF2-RAB5IF	100527943	918
ENSG00000214413.7	BBIP1	92482	8075
ENSG00000165389.6	SPTSSA	171546	2777
ENSG00000123146.19	ADGRE5	976	5382
ENSG00000205403.12	CFI	3426	3875
ENSG00000122779.17	TRIM24	8805	9223
ENSG00000110013.12	SIAE	54414	8139
ENSG00000126561.16	STAT5A	6776	5754
ENSG00000163644.14	PPM1K	152926	11371
ENSG00000183684.7	ALYREF	10189	1574
ENSG00000244716.3	RPL17P7	100132742	555
ENSG00000173209.22	NA	NA	8382
ENSG00000154175.16	ABI3BP	25890	10978
ENSG00000124733.3	MEA1	4201	1089
ENSG00000048649.13	RSF1	51773	15740
ENSG00000250120.6	PCDHA10	56139	15224
ENSG00000175155.8	YPEL2	388403	8667
ENSG00000275700.4	AATF	26574	4714
ENSG00000077254.14	USP33	23032	6918
ENSG00000084070.11	SMAP2	64744	3631
ENSG00000151882.11	CCL28	56477	4524
ENSG00000163781.12	TOPBP1	11073	6515
ENSG00000159921.14	GNE	10020	5477
ENSG00000036257.12	CUL3	8452	11505
ENSG00000136854.19	STXBP1	6812	9320
ENSG00000229644.6	NAMPTP1	646309	2514
ENSG00000102755.11	FLT1	2321	12567
ENSG00000163872.15	YEATS2	55689	10212
ENSG00000135472.8	FAIM2	23017	6057
ENSG00000266028.7	SRGAP2	23380	15675
ENSG00000167632.14	TRAPPC9	83696	7055
ENSG00000211460.11	TSN	7247	4407
ENSG00000073910.19	FRY	10129	18452
ENSG00000101144.12	BMP7	655	5418
ENSG00000143614.9	GATAD2B	57459	9247
ENSG00000151414.14	NEK7	140609	5485
ENSG00000170476.15	MZB1	51237	2273
ENSG00000112695.11	COX7A2	1347	1922
ENSG00000111412.5	SPRING1	79794	8664
ENSG00000179750.15	APOBEC3B	9582	1896
ENSG00000130227.16	XPO7	23039	6909
ENSG00000168827.14	GFM1	85476	9032
ENSG00000115234.10	SNX17	9784	3765
ENSG00000146535.13	GNA12	2768	6120
ENSG00000198925.10	ATG9A	79065	8136
ENSG00000005700.14	IBTK	25998	8722
ENSG00000076248.10	UNG	7374	2567
ENSG00000062282.14	DGAT2	84649	7905
ENSG00000174804.3	FZD4	8322	7383
ENSG00000211632.4	IGKV3D-11	28876	444
ENSG00000088256.8	GNA11	2767	6242
ENSG00000197006.13	METTL9	51108	7035
ENSG00000196365.11	LONP1	9361	5085
ENSG00000135929.8	CYP27A1	1593	2983
ENSG00000138594.13	TMOD3	29766	10632
ENSG00000129038.15	LOXL1	4016	3637
ENSG00000119414.11	PPP6C	5537	4443
ENSG00000081760.16	AACS	65985	16094
ENSG00000173039.18	RELA	5970	5464
ENSG00000020181.17	ADGRA2	25960	7061
ENSG00000089053.12	ANAPC5	51433	12304
ENSG00000174021.10	GNG5	2787	1112
ENSG00000278311.4	GGNBP2	79893	9729
ENSG00000144369.12	FAM171B	165215	5826
ENSG00000173281.4	PPP1R3B	79660	5776
ENSG00000235423.8	NA	NA	1756
ENSG00000146425.10	DYNLT1	6993	2949
ENSG00000162975.4	KCNF1	3754	2289
ENSG00000204103.3	MAFB	9935	3393
ENSG00000152700.13	SAR1B	51128	10963
ENSG00000186910.3	SERPINA11	256394	1476
ENSG00000172943.19	PHF8	23133	9015
ENSG00000151239.13	TWF1	5756	3932
ENSG00000132356.11	PRKAA1	5562	6563
ENSG00000114302.15	PRKAR2A	5576	6644
ENSG00000149532.15	CPSF7	79869	6036
ENSG00000111670.14	GNPTAB	79158	9620
ENSG00000185104.19	FAF1	11124	7545
ENSG00000114251.14	WNT5A	7474	7397
ENSG00000107758.15	PPP3CB	5532	5094
ENSG00000116096.5	SPR	6697	1480
ENSG00000147679.11	UTP23	84294	5252
ENSG00000253998.3	IGKV2-29	28920	372
ENSG00000171456.16	ASXL1	171023	9454
ENSG00000133226.16	SRRM1	10250	8168
ENSG00000167778.8	SPRYD3	84926	3479
ENSG00000138085.16	ATRAID	51374	2019
ENSG00000081154.11	PCNP	57092	3102
ENSG00000204387.12	SNHG32	50854	1801
ENSG00000116106.11	EPHA4	2043	7554
ENSG00000113282.13	CLINT1	9685	6368
ENSG00000101745.16	ANKRD12	23253	12252
ENSG00000254986.7	DPP3	10072	3977
ENSG00000001630.15	CYP51A1	1595	4074
ENSG00000170558.8	CDH2	1000	4950
ENSG00000105289.14	TJP3	27134	4217
ENSG00000204371.11	EHMT2	10919	7289
ENSG00000168077.13	SCARA3	51435	4031
ENSG00000153048.10	CARHSP1	23589	5577
ENSG00000079616.12	KIF22	3835	4312
ENSG00000130204.12	TOMM40	10452	3610
ENSG00000214655.10	ZSWIM8	23053	7953
ENSG00000228748.2	NA	NA	3532
ENSG00000062598.17	ELMO2	63916	6598
ENSG00000143756.11	FBXO28	23219	6044
ENSG00000163344.5	PMVK	10654	1280
ENSG00000163913.11	IFT122	55764	9636
ENSG00000188986.6	NELFB	25920	2698
ENSG00000090857.13	PDPR	55066	10385
ENSG00000257218.5	GATC	283459	4422
ENSG00000067141.16	NEO1	4756	8117
ENSG00000171988.18	JMJD1C	221037	11066
ENSG00000206072.12	SERPINB11	89778	3696
ENSG00000138398.15	PPIG	9360	7368
ENSG00000109323.8	MANBA	4126	8437
ENSG00000224078.13	NA	NA	43324
ENSG00000075239.13	ACAT1	38	5584
ENSG00000100731.15	PCNX1	22990	16715
ENSG00000115128.6	SF3B6	51639	1197
ENSG00000058272.16	PPP1R12A	4659	11815
ENSG00000159720.11	ATP6V0D1	9114	8212
ENSG00000100796.17	PPP4R3A	55671	5912
ENSG00000064313.11	TAF2	6873	6547
ENSG00000134452.19	FBH1	84893	6676
ENSG00000125753.13	VASP	7408	3601
ENSG00000160285.14	LSS	4047	7238
ENSG00000115866.10	DARS1	1615	4014
ENSG00000141337.12	ARSG	22901	6587
ENSG00000273413.1	NA	NA	465
ENSG00000023516.8	AKAP11	11215	9920
ENSG00000121552.3	CSTA	1475	1373
ENSG00000132155.11	RAF1	5894	7847
ENSG00000122042.9	UBL3	5412	4384
ENSG00000018625.14	ATP1A2	477	6298
ENSG00000137563.11	GGH	8836	3130
ENSG00000153879.8	CEBPG	1054	4411
ENSG00000143862.7	ARL8A	127829	1975
ENSG00000167283.7	ATP5MG	10632	3382
ENSG00000138430.15	OLA1	29789	6100
ENSG00000077044.10	DGKD	8527	9771
ENSG00000169905.12	TOR1AIP2	163590	18876
ENSG00000113194.12	FAF2	23197	5954
ENSG00000090238.11	YPEL3	83719	3181
ENSG00000067596.10	DHX8	1659	9302
ENSG00000069399.14	BCL3	602	3242
ENSG00000079432.7	CIC	23152	9494
ENSG00000054148.17	PHPT1	29085	1612
ENSG00000204569.9	PPP1R10	5514	5215
ENSG00000182606.14	TRAK1	22906	10992
ENSG00000060339.13	CCAR1	55749	6059
ENSG00000128284.19	APOL3	80833	5901
ENSG00000047644.18	WWC3	55841	7114
ENSG00000129451.11	KLK10	5655	3853
ENSG00000106070.17	GRB10	2887	9944
ENSG00000265808.3	SEC22B	9554	9034
ENSG00000170881.4	RNF139	11236	2700
ENSG00000128052.8	KDR	3791	6259
ENSG00000087470.17	DNM1L	10059	7282
ENSG00000149823.8	VPS51	738	4878
ENSG00000109046.14	WSB1	26118	8602
ENSG00000013810.18	TACC3	10460	6528
ENSG00000189001.10	SBSN	374897	1986
ENSG00000256229.7	ZNF486	90649	4261
ENSG00000123094.15	RASSF8	11228	7619
ENSG00000211772.11	TRBC2	28638	758
ENSG00000137393.9	RNF144B	255488	5175
ENSG00000173674.10	EIF1AX	1964	4427
ENSG00000154654.14	NCAM2	4685	8380
ENSG00000083799.17	CYLD	1540	12954
ENSG00000173486.12	FKBP2	2286	1608
ENSG00000203668.2	CHML	1122	7661
ENSG00000091513.14	TF	7018	8565
ENSG00000273559.4	CWC25	54883	3848
ENSG00000100591.7	AHSA1	10598	2948
ENSG00000183530.13	PRR14L	253143	11809
ENSG00000143324.13	XPR1	9213	8903
ENSG00000128524.4	ATP6V1F	9296	789
ENSG00000175203.15	DCTN2	10540	4217
ENSG00000173890.16	GPR160	26996	4458
ENSG00000197771.12	MCMBP	79892	6000
ENSG00000176871.8	WSB2	55884	4616
ENSG00000085998.13	POMGNT1	55624	6198
ENSG00000004866.20	ST7	7982	6742
ENSG00000100029.17	PES1	23481	4557
ENSG00000101966.12	XIAP	331	9025
ENSG00000157020.17	SEC13	6396	5446
ENSG00000176994.10	SMCR8	140775	8279
ENSG00000234127.8	TRIM26	7726	4377
ENSG00000085832.16	EPS15	2060	7440
ENSG00000088387.18	DOCK9	23348	14816
ENSG00000172869.14	DMXL1	1657	13680
ENSG00000164823.9	OSGIN2	734	4681
ENSG00000105048.16	TNNT1	7138	2171
ENSG00000182621.17	PLCB1	23236	17412
ENSG00000061794.12	MRPS35	60488	1979
ENSG00000136883.13	KIF12	113220	3016
ENSG00000175390.13	EIF3F	8665	9431
ENSG00000144959.9	NCEH1	57552	4808
ENSG00000078902.15	TOLLIP	54472	5983
ENSG00000182952.4	HMGN4	10473	1274
ENSG00000125746.16	EML2	24139	8224
ENSG00000183853.17	KIRREL1	55243	7872
ENSG00000115738.9	ID2	3398	2205
ENSG00000121957.12	GPSM2	29899	8099
ENSG00000174059.16	CD34	947	9219
ENSG00000163681.14	SLMAP	7871	14147
ENSG00000134709.10	HOOK1	51361	6758
ENSG00000104866.10	PPP1R37	284352	7823
ENSG00000197045.12	GMFB	2764	7966
ENSG00000196781.14	TLE1	7088	4906
ENSG00000117148.7	ACTL8	81569	1864
ENSG00000100031.18	GGT1	2678	4434
ENSG00000187134.13	AKR1C1	1645	8765
ENSG00000185008.17	ROBO2	6092	16663
ENSG00000115904.12	SOS1	6654	9263
ENSG00000120533.12	ENY2	56943	6783
ENSG00000127990.15	SGCE	8910	2547
ENSG00000117620.14	SLC35A3	23443	18238
ENSG00000239887.4	C1orf226	400793	4495
ENSG00000075711.20	DLG1	1739	11001
ENSG00000100941.8	PNN	5411	4201
ENSG00000241720.2	NA	NA	808
ENSG00000140992.18	PDPK1	5170	10926
ENSG00000160688.18	FLAD1	80308	4019
ENSG00000197712.11	FAM114A1	92689	4871
ENSG00000166233.14	ARIH1	25820	22880
ENSG00000141526.16	SLC16A3	9123	8995
ENSG00000166780.10	BMERB1	89927	3688
ENSG00000090539.15	CHRD	8646	6620
ENSG00000144895.11	EIF2A	83939	4131
ENSG00000279689.1	NA	NA	3599
ENSG00000117676.13	RPS6KA1	6195	5884
ENSG00000095380.10	NANS	54187	4922
ENSG00000178691.10	SUZ12	23512	6547
ENSG00000072736.18	NFATC3	4775	8806
ENSG00000213186.7	TRIM59	286827	7865
ENSG00000162783.10	IER5	51278	4188
ENSG00000102226.9	USP11	8237	5269
ENSG00000173065.13	FAM222B	55731	5514
ENSG00000169976.6	SF3B5	83443	693
ENSG00000170312.15	CDK1	983	3931
ENSG00000067066.16	SP100	6672	12618
ENSG00000088205.12	DDX18	8886	7851
ENSG00000183207.13	RUVBL2	10856	3670
ENSG00000129988.5	LBP	3929	1961
ENSG00000137831.14	UACA	55075	11031
ENSG00000055044.10	NOP58	51602	3299
ENSG00000085552.16	IGSF9	57549	6628
ENSG00000165802.21	NSMF	26012	4915
ENSG00000139697.13	SBNO1	55206	11124
ENSG00000113658.16	SMAD5	4090	8779
ENSG00000160584.15	SIK3	23387	10920
ENSG00000104131.12	EIF3J	8669	3195
ENSG00000268104.2	SLC6A14	11254	4520
ENSG00000075568.16	TMEM131	23505	12985
ENSG00000144711.13	IQSEC1	9922	6882
ENSG00000164951.15	PDP1	54704	5603
ENSG00000166348.18	USP54	159195	9498
ENSG00000196526.10	AFAP1	60312	10036
ENSG00000165209.18	STRBP	55342	8097
ENSG00000172260.14	NEGR1	257194	13406
ENSG00000133574.9	GIMAP4	55303	2193
ENSG00000066294.14	CD84	8832	9255
ENSG00000155463.12	OXA1L	5018	4497
ENSG00000092847.11	AGO1	26523	13886
ENSG00000159674.11	SPON2	10417	6013
ENSG00000233760.1	LINC03095	100506289	2781
ENSG00000006453.13	BAIAP2L1	55971	4798
ENSG00000100220.11	RTCB	51493	2948
ENSG00000145284.11	SCD5	79966	4292
ENSG00000160310.17	PRMT2	3275	8031
ENSG00000107854.5	TNKS2	80351	6157
ENSG00000139990.17	DCAF5	8816	8295
ENSG00000101265.15	RASSF2	9770	5759
ENSG00000112624.12	BICRAL	23506	6843
ENSG00000173660.11	UQCRH	7388	1408
ENSG00000143379.12	SETDB1	9869	7093
ENSG00000160867.14	FGFR4	2264	4829
ENSG00000177830.17	CHID1	66005	5984
ENSG00000157985.18	AGAP1	116987	13910
ENSG00000254995.4	STX16-NPEPL1	100534593	3859
ENSG00000128159.11	TUBGCP6	85378	7689
ENSG00000275342.4	PRAG1	157285	4904
ENSG00000130770.17	ATP5IF1	93974	2225
ENSG00000259172.1	SNRPA1-DT	120766138	2590
ENSG00000196739.14	COL27A1	85301	13988
ENSG00000221869.4	CEBPD	1052	2178
ENSG00000206337.10	HCP5	10866	3138
ENSG00000271980.1	NA	NA	2550
ENSG00000104442.9	ARMC1	55156	3421
ENSG00000180211.5	RPL23P6	646949	420
ENSG00000141456.14	PELP1	27043	6577
ENSG00000105726.16	ATP13A1	57130	8376
ENSG00000077238.13	IL4R	3566	5894
ENSG00000131263.12	RLIM	51132	8379
ENSG00000128340.14	RAC2	5880	2532
ENSG00000136153.19	LMO7	4008	14367
ENSG00000213699.8	SLC35F6	54978	3902
ENSG00000106018.13	VIPR2	7434	5222
ENSG00000083896.12	YTHDC1	91746	7032
ENSG00000185507.19	IRF7	3665	2628
ENSG00000133739.15	LRRCC1	85444	5065
ENSG00000138593.8	SECISBP2L	9728	8699
ENSG00000255690.2	TRIL	9865	4935
ENSG00000126524.9	SBDS	51119	1732
ENSG00000248672.5	LY75-CD302	100526664	5650
ENSG00000253626.3	EIF5AL1	143244	3840
ENSG00000132591.11	ERAL1	26284	2318
ENSG00000106236.3	NPTX2	4885	3016
ENSG00000182472.8	CAPN12	147968	5966
ENSG00000198369.9	SPRED2	200734	5154
ENSG00000112992.16	NNT	23530	8245
ENSG00000161217.11	PCYT1A	5130	7978
ENSG00000167491.17	GATAD2A	54815	7296
ENSG00000099812.8	MISP	126353	2966
ENSG00000204310.12	AGPAT1	10554	3631
ENSG00000114315.3	HES1	3280	2062
ENSG00000214253.8	FIS1	51024	1795
ENSG00000173227.13	SYT12	91683	10830
ENSG00000173207.12	CKS1B	1163	2338
ENSG00000100221.10	JOSD1	9929	4326
ENSG00000132963.7	POMP	51371	1428
ENSG00000129521.13	EGLN3	112399	7359
ENSG00000105677.11	TMEM147	10430	1932
ENSG00000114779.19	ABHD14B	84836	3161
ENSG00000283761.1	NA	NA	5765
ENSG00000177732.8	SOX12	6666	4630
ENSG00000068903.19	SIRT2	22933	6224
ENSG00000240720.7	LRRD1	401387	7294
ENSG00000133401.15	PDZD2	23037	15642
ENSG00000264058.1	NA	NA	2502
ENSG00000096401.7	CDC5L	988	6423
ENSG00000050438.16	SLC4A8	9498	17980
ENSG00000128039.10	SRD5A3	79644	4420
ENSG00000103888.16	CEMIP	57214	7621
ENSG00000211593.2	IGKJ5	28946	38
ENSG00000138092.10	CENPO	79172	5518
ENSG00000128791.11	TWSG1	57045	4435
ENSG00000150873.11	CIMIP5	130813	2938
ENSG00000100503.23	NIN	51199	13683
ENSG00000065518.7	NDUFB4	4710	1889
ENSG00000116641.17	DOCK7	85440	24872
ENSG00000125445.10	MRPS7	51081	3324
ENSG00000123144.10	TRIR	79002	1402
ENSG00000163947.11	ARHGEF3	50650	6594
ENSG00000144357.16	UBR3	130507	10063
ENSG00000068654.15	POLR1A	25885	13519
ENSG00000182551.13	ADI1	55256	5560
ENSG00000131788.15	PIAS3	10401	4805
ENSG00000181090.19	EHMT1	79813	22217
ENSG00000013561.17	RNF14	9604	4987
ENSG00000114030.12	KPNA1	3836	8451
ENSG00000023902.13	PLEKHO1	51177	6565
ENSG00000130558.19	OLFM1	10439	6123
ENSG00000157224.15	CLDN12	9069	6741
ENSG00000107518.16	ATRNL1	26033	9824
ENSG00000226360.5	RPL10AP6	100128936	652
ENSG00000108861.8	DUSP3	1845	5012
ENSG00000011295.15	TTC19	54902	5966
ENSG00000186716.20	BCR	613	12389
ENSG00000160299.16	PCNT	5116	11660
ENSG00000059588.9	TARBP1	6894	7743
ENSG00000113583.7	C5orf15	56951	2422
ENSG00000116661.9	FBXO2	26232	2333
ENSG00000138246.15	DNAJC13	23317	9562
ENSG00000107651.12	SEC23IP	11196	7867
ENSG00000110435.11	PDHX	8050	3760
ENSG00000028203.17	VEZT	55591	8757
ENSG00000143155.12	TIPRL	261726	3220
ENSG00000128849.10	CGNL1	84952	8663
ENSG00000169020.9	ATP5ME	521	940
ENSG00000177189.12	RPS6KA3	6197	8837
ENSG00000215114.8	UBXN2B	137886	5390
ENSG00000158985.13	CDC42SE2	56990	6024
ENSG00000175455.14	CCDC14	64770	11423
ENSG00000115109.13	EPB41L5	57669	9281
ENSG00000123992.18	DNPEP	23549	4734
ENSG00000166454.9	ATMIN	23300	6262
ENSG00000122952.16	ZWINT	11130	2378
ENSG00000153179.12	RASSF3	283349	4226
ENSG00000180891.12	CUEDC1	404093	5577
ENSG00000106077.18	ABHD11	83451	2289
ENSG00000265190.6	ANXA8	653145	4955
ENSG00000078081.7	LAMP3	27074	3816
ENSG00000080189.14	SLC35C2	51006	7708
ENSG00000133424.20	LARGE1	9215	10687
ENSG00000166887.15	VPS39	23339	8354
ENSG00000088448.14	ANKRD10	55608	4563
ENSG00000170271.10	FAXDC2	10826	7222
ENSG00000163820.14	FYCO1	79443	8895
ENSG00000141668.9	CBLN2	147381	5593
ENSG00000197774.12	EME2	197342	6909
ENSG00000117215.14	PLA2G2D	26279	2681
ENSG00000090266.12	NDUFB2	4708	4447
ENSG00000197635.9	DPP4	1803	5009
ENSG00000149577.15	SIDT2	51092	9061
ENSG00000160208.12	RRP1B	23076	5762
ENSG00000230979.3	RPL18AP6	285053	531
ENSG00000139726.10	DENR	8562	3576
ENSG00000167614.13	TTYH1	57348	7068
ENSG00000076928.17	ARHGEF1	9138	8636
ENSG00000116514.16	RNF19B	127544	2610
ENSG00000110237.3	ARHGEF17	9828	9539
ENSG00000167397.14	VKORC1	79001	2191
ENSG00000185619.18	PCGF3	10336	7425
ENSG00000161091.12	MFSD12	126321	5277
ENSG00000155827.11	RNF20	56254	4694
ENSG00000110717.12	NDUFS8	4728	4523
ENSG00000157870.14	PRXL2B	127281	3371
ENSG00000183431.11	SF3A3	10946	4740
ENSG00000282639.1	IGHV3-64D	102723170	353
ENSG00000110169.10	HPX	3263	3631
ENSG00000125266.6	EFNB2	1948	4461
ENSG00000011600.11	TYROBP	7305	907
ENSG00000071655.17	MBD3	53615	7845
ENSG00000099860.8	GADD45B	4616	2138
ENSG00000126016.15	AMOT	154796	8502
ENSG00000183580.9	FBXL7	23194	4854
ENSG00000078747.14	ITCH	83737	6664
ENSG00000197548.12	ATG7	10533	8833
