probe	SYMBOL	ENTREZID
ENSG00000197150.12	ABCB8	11194
ENSG00000197153.4	HIST1H3J	8356
ENSG00000197157.10	SND1	27044
ENSG00000197162.9	ZNF785	146540
ENSG00000197165.10	SULT1A2	6799
ENSG00000197168.11	NEK5	341676
ENSG00000197170.9	PSMD12	5718
ENSG00000197172.10	MAGEA6	4105
ENSG00000197177.15	ADGRA1	84435
ENSG00000197181.11	PIWIL2	55124
ENSG00000197183.14	NOL4L	140688
ENSG00000197191.4	CYSRT1	375791
ENSG00000197208.5	SLC22A4	6583
ENSG00000197213.9	ZSCAN5B	342933
ENSG00000197217.12	ENTPD4	9583
ENSG00000197223.11	C1D	10438
ENSG00000197226.12	TBC1D9B	23061
ENSG00000197233.7	OR1J2	26740
ENSG00000197238.4	HIST1H4J	8363
ENSG00000197241.3	SLC2A7	155184
ENSG00000197245.5	FAM110D	79927
ENSG00000197249.13	SERPINA1	5265
ENSG00000197253.13	TPSB2	64499
ENSG00000197256.10	KANK2	25959
ENSG00000197261.11	C6orf141	135398
ENSG00000197265.8	GTF2E2	2961
ENSG00000197272.2	IL27	246778
ENSG00000197273.3	GUCA2A	2980
ENSG00000197275.13	RAD54B	25788
ENSG00000197279.3	ZNF165	7718
ENSG00000197283.15	SYNGAP1	8831
ENSG00000197296.5	FITM2	128486
ENSG00000197299.10	BLM	641
ENSG00000197302.10	ZNF720	124411
ENSG00000197309.3	OR10D3	NA
ENSG00000197312.11	DDI2	84301
ENSG00000197321.14	SVIL	6840
ENSG00000197323.11	TRIM33	51592
ENSG00000197324.8	LRP10	26020
ENSG00000197329.11	PELI1	57162
ENSG00000197343.10	ZNF655	79027
ENSG00000197345.12	MRPL21	219927
ENSG00000197353.3	LYPD2	137797
ENSG00000197355.10	UAP1L1	91373
ENSG00000197360.9	ZNF98	148198
ENSG00000197361.7	FBXL22	283807
ENSG00000197362.14	ZNF786	136051
ENSG00000197363.9	ZNF517	340385
ENSG00000197364.6	S100A7L2	645922
ENSG00000197372.9	ZNF675	171392
ENSG00000197375.12	SLC22A5	6584
ENSG00000197380.10	DACT3	147906
ENSG00000197381.15	ADARB1	104
ENSG00000197385.5	ZNF860	344787
ENSG00000197386.10	HTT	3064
ENSG00000197403.4	OR6N1	128372
ENSG00000197405.7	C5AR1	728
ENSG00000197406.7	DIO3	1735
ENSG00000197408.8	CYP2B6	1555
ENSG00000197409.7	HIST1H3D	NA
ENSG00000197410.12	DCHS2	54798
ENSG00000197415.11	VEPH1	79674
ENSG00000197416.4	FABP12	646486
ENSG00000197417.7	SHPK	23729
ENSG00000197428.3	OR51D1	390038
ENSG00000197429.10	IPP	3652
ENSG00000197430.10	OPALIN	93377
ENSG00000197437.4	OR13G1	441933
ENSG00000197442.9	MAP3K5	4217
ENSG00000197444.9	OGDHL	55753
ENSG00000197446.8	CYP2F1	1572
ENSG00000197448.13	GSTK1	373156
ENSG00000197451.11	HNRNPAB	3182
ENSG00000197454.2	OR2L5	81466
ENSG00000197457.9	STMN3	50861
ENSG00000197461.13	PDGFA	5154
ENSG00000197465.13	GYPE	2996
ENSG00000197467.13	COL13A1	1305
ENSG00000197471.11	SPN	6693
ENSG00000197472.14	ZNF695	57116
ENSG00000197479.6	PCDHB11	56125
ENSG00000197483.9	ZNF628	89887
ENSG00000197487.8	GALP	85569
ENSG00000197496.5	SLC2A10	81031
ENSG00000197497.10	ZNF665	79788
ENSG00000197498.12	RPF2	84154
ENSG00000197506.7	SLC28A3	64078
ENSG00000197520.10	FAM177B	400823
ENSG00000197530.12	MIB2	142678
ENSG00000197532.2	OR6Y1	391112
ENSG00000197535.14	MYO5A	4644
ENSG00000197536.11	C5orf56	NA
ENSG00000197540.7	GZMM	3004
ENSG00000197548.12	ATG7	10533
ENSG00000197555.9	SIPA1L1	26037
ENSG00000197557.6	TTC30A	92104
ENSG00000197558.11	SSPO	23145
ENSG00000197561.6	ELANE	1991
ENSG00000197562.9	RAB40C	57799
ENSG00000197563.10	PIGN	23556
ENSG00000197565.15	COL4A6	1288
ENSG00000197566.9	ZNF624	57547
ENSG00000197568.13	HHLA3	11147
ENSG00000197576.13	HOXA4	3201
ENSG00000197579.7	TOPORS	10210
ENSG00000197580.11	BCO2	83875
ENSG00000197584.11	KCNMB2	10242
ENSG00000197586.12	ENTPD6	955
ENSG00000197587.10	DMBX1	127343
ENSG00000197591.3	OR11L1	391189
ENSG00000197594.11	ENPP1	5167
ENSG00000197599.12	CCDC154	645811
ENSG00000197601.12	FAR1	84188
ENSG00000197603.13	C5orf42	65250
ENSG00000197608.11	ZNF841	284371
ENSG00000197614.10	MFAP5	8076
ENSG00000197616.11	MYH6	4624
ENSG00000197619.13	ZNF615	284370
ENSG00000197620.10	CXorf40A	91966
ENSG00000197622.12	CDC42SE1	56882
ENSG00000197629.5	MPEG1	219972
ENSG00000197632.8	SERPINB2	5055
ENSG00000197635.9	DPP4	1803
ENSG00000197641.11	SERPINB13	5275
ENSG00000197646.7	PDCD1LG2	80380
ENSG00000197647.11	ZNF433	163059
ENSG00000197651.4	CCER1	196477
ENSG00000197653.15	DNAH10	196385
ENSG00000197658.9	SLC22A24	283238
ENSG00000197683.4	KRTAP26-1	388818
ENSG00000197694.15	SPTAN1	6709
ENSG00000197696.9	NMB	4828
ENSG00000197702.11	PARVA	55742
ENSG00000197705.9	KLHL14	57565
ENSG00000197706.3	OR6C74	254783
ENSG00000197712.11	FAM114A1	92689
ENSG00000197713.14	RPE	6120
ENSG00000197714.8	ZNF460	10794
ENSG00000197721.16	CR1L	1379
ENSG00000197724.10	PHF2	5253
ENSG00000197728.9	RPS26	6231
ENSG00000197734.8	C14orf178	283579
ENSG00000197745.2	SCGB1D4	404552
ENSG00000197746.13	PSAP	5660
ENSG00000197747.8	S100A10	6281
ENSG00000197748.12	CFAP43	80217
ENSG00000197753.8	LHFPL5	222662
ENSG00000197756.9	RPL37A	6168
ENSG00000197757.7	HOXC6	3223
ENSG00000197763.14	TXNRD3	114112
ENSG00000197766.7	CFD	1675
ENSG00000197768.10	STPG3	441476
ENSG00000197769.5	MAP1LC3C	440738
ENSG00000197771.12	MCMBP	79892
ENSG00000197774.12	EME2	197342
ENSG00000197776.7	KLHDC1	122773
ENSG00000197779.13	ZNF81	347344
ENSG00000197780.9	TAF13	6884
ENSG00000197782.14	ZNF780A	284323
ENSG00000197785.13	ATAD3A	55210
ENSG00000197786.3	OR5B17	219965
ENSG00000197790.1	OR52M1	119772
ENSG00000197798.8	FAM118B	79607
ENSG00000197808.11	ZNF461	92283
ENSG00000197816.13	CCDC180	100499483
ENSG00000197818.11	SLC9A8	23315
ENSG00000197822.10	OCLN	100506658
ENSG00000197826.11	C4orf22	255119
ENSG00000197837.3	HIST4H4	121504
ENSG00000197838.4	CYP2A13	1553
ENSG00000197841.14	ZNF181	339318
ENSG00000197849.6	OR8G1	26494
ENSG00000197852.9	FAM212B	55924
ENSG00000197857.13	ZNF44	51710
ENSG00000197858.10	GPAA1	8733
ENSG00000197859.9	ADAMTSL2	9719
ENSG00000197860.9	SGTB	54557
ENSG00000197863.8	ZNF790	388536
ENSG00000197870.12	PRB3	5544
ENSG00000197872.11	FAM49A	81553
ENSG00000197879.14	MYO1C	4641
ENSG00000197880.8	MDS2	259283
ENSG00000197885.10	NKIRAS1	28512
ENSG00000197887.4	OR1S2	219958
ENSG00000197888.2	UGT2B17	7367
ENSG00000197889.9	MEIG1	644890
ENSG00000197891.11	SLC22A12	116085
ENSG00000197892.12	KIF13B	23303
ENSG00000197893.13	NRAP	4892
ENSG00000197894.10	ADH5	128
ENSG00000197901.11	SLC22A6	9356
ENSG00000197903.7	HIST1H2BK	85236
ENSG00000197905.8	TEAD4	7004
ENSG00000197912.14	SPG7	6687
ENSG00000197915.5	HRNR	388697
ENSG00000197919.5	IFNA1	3439
ENSG00000197921.5	HES5	388585
ENSG00000197928.10	ZNF677	342926
ENSG00000197930.12	ERO1A	30001
ENSG00000197933.12	ZNF823	55552
ENSG00000197935.6	ZNF311	282890
ENSG00000197937.12	ZNF347	84671
ENSG00000197938.5	OR5H2	79310
ENSG00000197943.9	PLCG2	5336
ENSG00000197948.10	FCHSD1	89848
ENSG00000197951.8	ZNF71	58491
ENSG00000197953.5	AADACL2	344752
ENSG00000197956.9	S100A6	6277
ENSG00000197958.12	RPL12	6136
ENSG00000197959.13	DNM3	26052
ENSG00000197961.11	ZNF121	7675
ENSG00000197965.11	MPZL1	9019
ENSG00000197969.11	VPS13A	23230
ENSG00000197971.14	MBP	4155
ENSG00000197976.11	AKAP17A	8227
ENSG00000197976.11_PAR_Y	AKAP17A	8227
ENSG00000197977.3	ELOVL2	54898
ENSG00000197978.9	GOLGA6L9	440295
ENSG00000197980.12	LEKR1	389170
ENSG00000197982.13	C1orf122	127687
ENSG00000197991.11	NA	64881
ENSG00000197992.6	CLEC9A	283420
ENSG00000197993.7	KEL	3792
ENSG00000198000.11	NOL8	55035
ENSG00000198001.13	IRAK4	51135
ENSG00000198003.11	CCDC151	115948
ENSG00000198010.12	DLGAP2	9228
ENSG00000198015.12	MRPL42	28977
ENSG00000198018.6	ENTPD7	57089
ENSG00000198019.12	FCGR1B	2210
ENSG00000198021.7	SPANXA1	30014
ENSG00000198026.7	ZNF335	63925
ENSG00000198028.3	ZNF560	147741
ENSG00000198033.11	TUBA3C	7278
ENSG00000198034.10	RPS4X	6191
ENSG00000198039.11	ZNF273	10793
ENSG00000198040.10	ZNF84	7637
ENSG00000198042.10	MAK16	84549
ENSG00000198046.11	ZNF667	63934
ENSG00000198049.6	AVPR1B	553
ENSG00000198053.11	SIRPA	140885
ENSG00000198054.11	DSCR8	84677
ENSG00000198055.10	GRK6	2870
ENSG00000198056.13	PRIM1	5557
ENSG00000198060.9	MARCH5	54708
ENSG00000198062.14	POTEH	23784
ENSG00000198064.13	NPIPB13	613037
ENSG00000198074.9	AKR1B10	57016
ENSG00000198075.9	SULT1C4	27233
ENSG00000198077.10	CYP2A7	1549
ENSG00000198081.10	ZBTB14	7541
ENSG00000198083.9	KRTAP9-9	81870
ENSG00000198087.7	CD2AP	23607
ENSG00000198088.10	NUP62CL	54830
ENSG00000198089.15	SFI1	9814
ENSG00000198090.3	KRTAP4-6	81871
ENSG00000198092.5	TMPRSS11F	389208
ENSG00000198093.10	ZNF649	65251
ENSG00000198099.8	ADH4	127
ENSG00000198104.3	OR2T6	254879
ENSG00000198105.13	ZNF248	57209
ENSG00000198108.3	CHSY3	337876
ENSG00000198113.2	TOR4A	54863
ENSG00000198121.13	LPAR1	1902
ENSG00000198125.12	MB	4151
ENSG00000198128.4	OR2L3	391192
ENSG00000198129.2	DEFB107B	503614
ENSG00000198130.15	HIBCH	26275
ENSG00000198131.13	ZNF544	27300
ENSG00000198133.8	TMEM229B	161145
ENSG00000198142.4	SOWAHC	65124
ENSG00000198146.4	ZNF770	54989
ENSG00000198156.10	NPIPB6	728741
ENSG00000198157.10	HMGN5	79366
ENSG00000198160.14	MIER1	57708
ENSG00000198162.12	MAN1A2	10905
ENSG00000198168.8	SVIP	258010
ENSG00000198169.8	ZNF251	90987
ENSG00000198171.12	DDRGK1	65992
ENSG00000198173.4	FAM47C	442444
ENSG00000198176.12	TFDP1	7027
ENSG00000198178.10	CLEC4C	170482
ENSG00000198182.12	ZNF607	84775
ENSG00000198183.11	BPIFA1	51297
ENSG00000198185.11	ZNF334	55713
ENSG00000198189.10	HSD17B11	51170
ENSG00000198198.15	SZT2	23334
ENSG00000198203.9	SULT1C2	6819
ENSG00000198205.6	ZXDA	7789
ENSG00000198208.11	RPS6KL1	83694
ENSG00000198211.8	NA	NA
ENSG00000198216.10	CACNA1E	777
ENSG00000198218.10	QRICH1	54870
ENSG00000198223.16	CSF2RA	1438
ENSG00000198223.16_PAR_Y	CSF2RA	1438
ENSG00000198225.5	FKBP1C	NA
ENSG00000198231.12	DDX42	11325
ENSG00000198242.13	RPL23A	6147
ENSG00000198246.7	SLC29A3	55315
ENSG00000198252.11	STYX	6815
ENSG00000198258.10	UBL5	59286
ENSG00000198265.11	HELZ	9931
ENSG00000198270.12	TMEM116	89894
ENSG00000198271.4	KRTAP4-5	85289
ENSG00000198276.15	UCKL1	54963
ENSG00000198283.2	OR5B21	219968
ENSG00000198286.9	CARD11	84433
ENSG00000198298.12	ZNF485	220992
ENSG00000198300.12	PEG3	5178
ENSG00000198301.11	SDAD1	55153
ENSG00000198315.10	ZKSCAN8	7745
ENSG00000198324.13	FAM109A	144717
ENSG00000198326.9	TMEM239	100288797
ENSG00000198331.10	HYLS1	219844
ENSG00000198336.9	MYL4	4635
ENSG00000198342.9	ZNF442	79973
ENSG00000198346.10	ZNF813	126017
ENSG00000198353.7	HOXC4	3221
ENSG00000198354.6	DCAF12L2	340578
ENSG00000198355.4	PIM3	415116
ENSG00000198356.11	ASNA1	439
ENSG00000198363.17	ASPH	444
ENSG00000198369.9	SPRED2	200734
ENSG00000198373.12	WWP2	11060
ENSG00000198380.12	GFPT1	2673
ENSG00000198382.8	UVRAG	7405
ENSG00000198390.4	KRTAP13-1	140258
ENSG00000198393.7	ZNF26	7574
ENSG00000198398.2	TMEM207	131920
ENSG00000198399.14	ITSN2	50618
ENSG00000198400.11	NTRK1	4914
ENSG00000198408.13	MGEA5	10724
ENSG00000198417.6	MT1F	4494
ENSG00000198420.9	TCAF1	9747
ENSG00000198429.9	ZNF69	7620
ENSG00000198431.15	TXNRD1	7296
ENSG00000198435.3	NRARP	441478
ENSG00000198440.9	ZNF583	147949
ENSG00000198443.6	KRTAP4-1	85285
ENSG00000198445.4	CCT8L2	150160
ENSG00000198453.12	ZNF568	374900
ENSG00000198455.4	ZXDB	158586
ENSG00000198464.13	ZNF480	147657
ENSG00000198466.11	ZNF587	84914
ENSG00000198467.13	TPM2	7169
ENSG00000198471.1	RTP2	344892
ENSG00000198478.7	SH3BGRL2	83699
ENSG00000198482.11	ZNF808	388558
ENSG00000198483.12	ANKRD35	148741
ENSG00000198488.10	B3GNT6	192134
ENSG00000198492.15	YTHDF2	51441
ENSG00000198498.9	TMA16	55319
ENSG00000198502.5	HLA-DRB5	3127
ENSG00000198513.11	ATL1	51062
ENSG00000198515.13	CNGA1	1259
ENSG00000198517.9	MAFK	7975
ENSG00000198520.10	C1orf228	339541
ENSG00000198521.11	ZNF43	7594
ENSG00000198522.13	GPN1	11321
ENSG00000198523.5	PLN	5350
ENSG00000198535.5	C2CD4A	145741
ENSG00000198538.10	ZNF28	7576
ENSG00000198542.13	ITGBL1	9358
ENSG00000198546.14	ZNF511	118472
ENSG00000198551.9	ZNF627	199692
ENSG00000198553.8	KCNRG	283518
ENSG00000198554.11	WDHD1	11169
ENSG00000198556.13	ZNF789	285989
ENSG00000198561.13	CTNND1	1500
ENSG00000198563.13	DDX39B	7919
ENSG00000198569.9	SLC34A3	142680
ENSG00000198570.5	RD3	343035
ENSG00000198573.6	SPANXC	64663
ENSG00000198574.5	SH2D1B	117157
ENSG00000198576.3	ARC	23237
ENSG00000198585.11	NUDT16	131870
ENSG00000198586.13	TLK1	9874
ENSG00000198589.10	LRBA	987
ENSG00000198590.11	C3orf35	339883
ENSG00000198597.8	ZNF536	9745
ENSG00000198598.6	MMP17	4326
ENSG00000198601.3	OR2M2	391194
ENSG00000198604.10	BAZ1A	11177
ENSG00000198610.10	AKR1C4	1109
ENSG00000198612.10	COPS8	10920
ENSG00000198624.12	CCDC69	26112
ENSG00000198625.12	MDM4	4194
ENSG00000198626.15	RYR2	6262
ENSG00000198633.10	ZNF534	147658
ENSG00000198642.6	KLHL9	55958
ENSG00000198643.6	FAM3D	131177
ENSG00000198646.13	NCOA6	23054
ENSG00000198648.10	STK39	27347
ENSG00000198650.10	TAT	6898
ENSG00000198663.16	C6orf89	221477
ENSG00000198668.10	CALM1	801
ENSG00000198670.11	LPA	4018
ENSG00000198673.10	FAM19A2	338811
ENSG00000198674.3	OR10G6	NA
ENSG00000198677.10	TTC37	9652
ENSG00000198680.4	TUSC1	286319
ENSG00000198681.6	MAGEA1	4100
ENSG00000198682.12	PAPSS2	9060
ENSG00000198689.10	SLC9A6	10479
ENSG00000198690.9	FAN1	22909
ENSG00000198691.11	ABCA4	24
ENSG00000198692.9	EIF1AY	9086
ENSG00000198695.2	MT-ND6	4541
ENSG00000198700.9	IPO9	55705
ENSG00000198704.9	GPX6	257202
ENSG00000198707.14	CEP290	80184
ENSG00000198712.1	MT-CO2	4513
ENSG00000198715.11	GLMP	112770
ENSG00000198718.12	TOGARAM1	23116
ENSG00000198719.8	DLL1	28514
ENSG00000198720.12	ANKRD13B	124930
ENSG00000198721.12	ECI2	10455
ENSG00000198722.14	UNC13B	10497
ENSG00000198723.10	TEX45	374877
ENSG00000198727.2	MT-CYB	4519
ENSG00000198728.10	LDB1	8861
ENSG00000198729.4	PPP1R14C	81706
ENSG00000198730.7	CTR9	9646
ENSG00000198732.10	SMOC1	64093
ENSG00000198734.10	F5	2153
ENSG00000198736.11	MSRB1	51734
ENSG00000198739.10	LRRTM3	347731
ENSG00000198740.8	ZNF652	22834
ENSG00000198742.9	SMURF1	57154
ENSG00000198743.6	SLC5A3	6526
ENSG00000198746.12	GPATCH3	63906
ENSG00000198752.10	CDC42BPB	9578
ENSG00000198753.11	PLXNB3	5365
ENSG00000198754.5	OXCT2	64064
ENSG00000198755.10	RPL10A	4736
ENSG00000198756.10	COLGALT2	23127
ENSG00000198758.10	EPS8L3	79574
ENSG00000198759.11	EGFL6	25975
ENSG00000198763.3	MT-ND2	4536
ENSG00000198765.11	SYCP1	6847
ENSG00000198768.10	APCDD1L	164284
ENSG00000198771.10	RCSD1	92241
ENSG00000198774.4	RASSF9	9182
ENSG00000198780.11	FAM169A	26049
ENSG00000198783.5	ZNF830	91603
ENSG00000198785.4	GRIN3A	116443
ENSG00000198786.2	MT-ND5	4540
ENSG00000198791.11	CNOT7	29883
ENSG00000198792.12	TMEM184B	25829
ENSG00000198793.12	MTOR	2475
ENSG00000198794.11	SCAMP5	192683
ENSG00000198795.10	ZNF521	25925
ENSG00000198796.6	ALPK2	115701
ENSG00000198797.6	BRINP2	57795
ENSG00000198798.5	MAGEB3	4114
ENSG00000198799.11	LRIG2	9860
ENSG00000198804.2	MT-CO1	4512
ENSG00000198805.11	PNP	4860
ENSG00000198807.12	PAX9	5083
ENSG00000198812.4	LRRC10	376132
ENSG00000198814.12	GK	2710
ENSG00000198815.8	FOXJ3	22887
ENSG00000198816.6	ZNF358	140467
ENSG00000198818.9	SFT2D1	113402
ENSG00000198821.10	CD247	919
ENSG00000198822.10	GRM3	2913
ENSG00000198824.5	CHAMP1	283489
ENSG00000198825.12	INPP5F	22876
ENSG00000198826.10	ARHGAP11A	9824
ENSG00000198829.6	SUCNR1	56670
ENSG00000198830.10	HMGN2	3151
ENSG00000198832.10	SELENOM	140606
ENSG00000198833.6	UBE2J1	51465
ENSG00000198835.3	GJC2	57165
ENSG00000198836.8	OPA1	4976
ENSG00000198837.9	DENND4B	9909
ENSG00000198838.13	RYR3	6263
ENSG00000198839.9	ZNF277	11179
ENSG00000198840.2	MT-ND3	4537
ENSG00000198841.3	KTI12	112970
ENSG00000198842.9	DUSP27	92235
ENSG00000198843.12	SELENOT	51714
ENSG00000198844.10	ARHGEF15	22899
ENSG00000198846.5	TOX	9760
ENSG00000198848.12	CES1	1066
ENSG00000198851.9	CD3E	916
ENSG00000198853.11	RUSC2	9853
ENSG00000198854.5	C1orf68	100129271
ENSG00000198855.6	FICD	11153
ENSG00000198856.12	OSTC	58505
ENSG00000198858.9	R3HDM4	91300
ENSG00000198860.11	TSEN15	116461
ENSG00000198862.13	LTN1	26046
ENSG00000198863.7	RUNDC1	146923
ENSG00000198865.9	CCDC152	100129792
ENSG00000198870.7	STKLD1	169436
ENSG00000198873.11	GRK5	2869
ENSG00000198874.12	TYW1	55253
ENSG00000198876.12	DCAF12	25853
ENSG00000198879.11	SFMBT2	57713
ENSG00000198881.9	ASB12	142689
ENSG00000198883.11	PNMA5	114824
ENSG00000198885.9	ITPRIPL1	150771
ENSG00000198886.2	MT-ND4	4538
ENSG00000198887.8	SMC5	23137
ENSG00000198888.2	MT-ND1	4535
ENSG00000198889.4	DCAF12L1	139170
ENSG00000198890.7	PRMT6	55170
ENSG00000198892.6	SHISA4	149345
ENSG00000198894.7	CIPC	85457
ENSG00000198898.13	CAPZA2	830
ENSG00000198899.2	MT-ATP6	4508
ENSG00000198900.5	TOP1	7150
ENSG00000198901.13	PRC1	9055
ENSG00000198908.11	BHLHB9	80823
ENSG00000198909.7	MAP3K3	4215
ENSG00000198910.12	L1CAM	3897
ENSG00000198911.11	SREBF2	6721
ENSG00000198912.10	C1orf174	339448
ENSG00000198914.3	POU3F3	5455
ENSG00000198915.11	RASGEF1A	221002
ENSG00000198917.12	SPOUT1	51490
ENSG00000198918.7	RPL39	6170
ENSG00000198919.12	DZIP3	9666
ENSG00000198920.9	KIAA0753	9851
ENSG00000198924.7	DCLRE1A	9937
ENSG00000198925.10	ATG9A	79065
ENSG00000198929.12	NOS1AP	9722
ENSG00000198930.12	CSAG1	158511
ENSG00000198931.10	APRT	353
ENSG00000198932.12	GPRASP1	9737
ENSG00000198933.9	TBKBP1	9755
ENSG00000198934.4	MAGEE1	57692
ENSG00000198937.8	CCDC167	154467
ENSG00000198938.2	MT-CO3	4514
ENSG00000198939.7	ZFP2	80108
ENSG00000198944.5	SOWAHA	134548
ENSG00000198945.7	L3MBTL3	84456
ENSG00000198947.15	DMD	1756
ENSG00000198948.11	MFAP3L	9848
ENSG00000198951.11	NAGA	4668
ENSG00000198952.8	SMG5	23381
ENSG00000198954.7	KIF1BP	26128
ENSG00000198959.11	TGM2	7052
ENSG00000198960.10	ARMCX6	54470
ENSG00000198961.9	PJA2	9867
ENSG00000198963.10	RORB	6096
ENSG00000198964.13	SGMS1	259230
ENSG00000198965.4	OR10R2	343406
ENSG00000198967.4	OR10Z1	128368
ENSG00000203326.11	ZNF525	170958
ENSG00000203485.12	INF2	64423
ENSG00000203499.11	IQANK1	100128338
ENSG00000203546.7	NA	NA
ENSG00000203618.5	GP1BB	2812
ENSG00000203661.4	OR2T5	401993
ENSG00000203663.4	OR2L2	26246
ENSG00000203666.12	EFCAB2	84288
ENSG00000203667.9	COX20	116228
ENSG00000203668.2	CHML	1122
ENSG00000203685.9	STUM	375057
ENSG00000203690.11	TCP10	6953
ENSG00000203697.11	CAPN8	388743
ENSG00000203705.10	TATDN3	128387
ENSG00000203710.10	CR1	1378
ENSG00000203722.7	RAET1G	353091
ENSG00000203724.10	C1orf53	388722
ENSG00000203727.3	SAMD5	389432
ENSG00000203730.2	TEDDM1	127670
ENSG00000203733.5	GJE1	NA
ENSG00000203734.11	ECT2L	345930
ENSG00000203737.3	GPR52	9293
ENSG00000203740.3	METTL11B	149281
ENSG00000203747.10	FCGR3A	2214
ENSG00000203756.7	TMEM244	253582
ENSG00000203757.2	OR6K3	391114
ENSG00000203760.8	CENPW	387103
ENSG00000203772.7	SPRN	503542
ENSG00000203778.7	FAM229B	619208
ENSG00000203780.10	FANK1	92565
ENSG00000203782.5	LOR	4014
ENSG00000203783.4	PRR9	574414
ENSG00000203784.2	LELP1	149018
ENSG00000203785.8	SPRR2E	6704
ENSG00000203786.6	KPRP	448834
ENSG00000203791.14	EEF1AKMT2	399818
ENSG00000203795.2	FAM24A	118670
ENSG00000203797.9	DDO	8528
ENSG00000203805.10	PLPP4	196051
ENSG00000203811.1	HIST2H3C	126961
ENSG00000203812.2	HIST2H2AA3	8337
ENSG00000203814.6	HIST2H2BF	440689
ENSG00000203818.7	HIST2H3PS2	NA
ENSG00000203837.4	PNLIPRP3	119548
ENSG00000203852.3	HIST2H3A	333932
ENSG00000203857.9	HSD3B1	3283
ENSG00000203859.9	HSD3B2	3284
ENSG00000203867.7	RBM20	282996
ENSG00000203870.5	SMIM9	100132963
ENSG00000203872.6	C6orf163	206412
ENSG00000203877.8	RIPPLY2	134701
ENSG00000203879.11	GDI1	2664
ENSG00000203880.11	PCMTD2	55251
ENSG00000203883.6	SOX18	54345
ENSG00000203896.9	LIME1	54923
ENSG00000203907.9	OOEP	441161
ENSG00000203908.3	KHDC3L	154288
ENSG00000203909.3	DPPA5	340168
ENSG00000203910.8	C1orf146	388649
ENSG00000203923.4	SPANXN1	494118
ENSG00000203926.4	SPANXA2	728712
ENSG00000203933.2	CXorf66	347487
ENSG00000203942.4	C10orf62	414157
ENSG00000203943.8	SAMD13	148418
ENSG00000203950.6	RTL8A	26071
ENSG00000203952.9	CCDC160	347475
ENSG00000203963.11	C1orf141	400757
ENSG00000203965.12	EFCAB7	84455
ENSG00000203970.3	DEFB110	245913
ENSG00000203972.9	GLYATL3	389396
ENSG00000203985.10	LDLRAD1	388633
ENSG00000203989.4	RHOXF2B	727940
ENSG00000203995.9	ZYG11A	440590
ENSG00000204001.9	LCN8	138307
ENSG00000204006.8	C1orf185	284546
ENSG00000204007.6	GLT6D1	360203
ENSG00000204010.3	IFIT1B	439996
ENSG00000204019.4	CT83	203413
ENSG00000204020.5	LIPN	643418
ENSG00000204021.3	LIPK	643414
ENSG00000204022.9	LIPJ	142910
ENSG00000204025.7	TRPC5OS	100329135
ENSG00000204033.9	LRIT2	340745
ENSG00000204052.4	LRRC73	221424
ENSG00000204060.7	FOXO6	NA
ENSG00000204065.2	TCEAL5	340543
ENSG00000204070.9	SYS1	90196
ENSG00000204071.10	TCEAL6	158931
ENSG00000204084.12	INPP5B	3633
ENSG00000204086.4	RPA4	29935
ENSG00000204099.11	NEU4	129807
ENSG00000204103.3	MAFB	9935
ENSG00000204104.11	TRAF3IP1	26146
ENSG00000204116.11	CHIC1	53344
ENSG00000204120.14	GIGYF2	26058
ENSG00000204128.5	C2orf72	257407
ENSG00000204130.12	RUFY2	55680
ENSG00000204131.9	NHSL2	340527
ENSG00000204138.12	PHACTR4	65979
ENSG00000204140.9	CLPSL1	340204
ENSG00000204147.9	ASAH2B	653308
ENSG00000204149.10	AGAP6	414189
ENSG00000204152.10	TIMM23B	100652748
ENSG00000204160.11	ZDHHC18	84243
ENSG00000204161.13	C10orf128	170371
ENSG00000204165.5	CXorf65	158830
ENSG00000204172.12	AGAP9	642517
ENSG00000204174.7	NPY4R	5540
ENSG00000204175.5	GPRIN2	9721
ENSG00000204176.13	SYT15	83849
ENSG00000204178.9	TMEM57	55219
ENSG00000204179.10	PTPN20	26095
ENSG00000204183.1	GDF5OS	554250
ENSG00000204186.7	ZDBF2	57683
ENSG00000204193.10	TXNDC8	255220
ENSG00000204195.3	AWAT1	158833
ENSG00000204209.11	DAXX	1616
ENSG00000204217.13	BMPR2	659
ENSG00000204219.9	TCEA3	6920
ENSG00000204220.11	PFDN6	10471
ENSG00000204227.4	RING1	6015
ENSG00000204228.3	HSD17B8	7923
ENSG00000204231.10	RXRB	6257
ENSG00000204237.4	OXLD1	339229
ENSG00000204246.3	OR13C3	138803
ENSG00000204248.10	COL11A2	1302
ENSG00000204252.13	HLA-DOA	3111
ENSG00000204256.12	BRD2	6046
ENSG00000204257.14	HLA-DMA	3108
ENSG00000204262.11	COL5A2	1290
ENSG00000204264.8	PSMB8	5696
ENSG00000204267.13	TAP2	6891
ENSG00000204271.12	SPIN3	169981
ENSG00000204272.12	NBDY	550643
ENSG00000204278.12	TMEM235	283999
ENSG00000204279.7	PAGE3	139793
ENSG00000204287.13	HLA-DRA	3122
ENSG00000204290.10	BTNL2	56244
ENSG00000204291.10	COL15A1	1306
ENSG00000204296.11	C6orf10	10665
ENSG00000204300.6	TMEM225	338661
ENSG00000204301.6	NOTCH4	4855
ENSG00000204304.11	PBX2	5089
ENSG00000204305.13	AGER	177
ENSG00000204308.7	RNF5	6048
